Race,UseOfForce,Gender,TypeOfArrest,BondAmount,Patrol,Officer,DateTimeOfArrest,SearchConducted,Stopped,Arrest,_SELECTED_CHARGE_1,_SELECTED_CHARGE_2,_SELECTED_CHARGE_3,_SELECTED_CHARGE_4,_SELECTED_CHARGE_5,_SELECTED_CHARGE_6,TimeZone
Hispanic,No,Male,Summoned/Cited,86791,D3,Garrett James,2024-01-30 23:35:25,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Summoned/Cited,8950,D3,Jeffrey Brown,2022-09-11 07:09:59,No,No,TRUE,Domestic Violence,Driving Under the Influence (DUI),Fraud,Assault,Drug Possession,Robbery,US/Eastern
Hispanic,No,Female,Taken Into Custody,935,D3,Daniel Collins,2023-06-12 11:07:20,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Male,Not listed,15901,D2,Micheal Meyer,2024-01-15 08:29:42,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Not listed,63195,D1,Julia Walker,2021-09-29 05:54:40,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Not listed,98442,D2,Lauren Price,2022-10-12 22:11:05,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Not listed,86143,D1,Margaret Greene,2023-09-02 11:46:30,No,No,TRUE,Robbery,Arson,Burglary,Domestic Violence,Nan,Nan,US/Eastern
Black,No,Female,Summoned/Cited,2904,D2,Derrick Murray,2023-10-23 05:54:41,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Male,Not listed,18861,D3,Kathleen Howe,2023-03-10 14:43:28,No,Yes,TRUE,Fraud,Domestic Violence,Nan,Fraud,Forgery,Nan,US/Eastern
White,No,Female,Taken Into Custody,83586,D1,Michelle Miller,2024-02-25 04:55:57,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Taken Into Custody,19411,D2,Danielle Whitney,2022-04-24 17:12:10,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Taken Into Custody,38817,D3,Kristin Brown,2023-06-21 14:21:09,No,No,TRUE,Burglary,Nan,Drug Possession,Robbery,Burglary,Fraud,US/Eastern
Asian,No,Female,Not listed,68245,D2,Alexandra Shaw,2021-04-15 19:14:43,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Not listed,8635,D3,Glenn Barnett,2021-05-06 06:24:47,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Not listed,72943,D2,Billy Hinton,2021-08-02 23:17:46,No,No,TRUE,Theft,Domestic Violence,Robbery,Robbery,Arson,Forgery,US/Eastern
Black,Yes,Male,Not listed,12347,D1,Cynthia Velazquez,2021-10-03 11:43:04,Yes,Yes,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Not listed,17707,D3,Jessica Walters,2024-03-14 15:41:52,No,No,TRUE,Arson,Domestic Violence,Fraud,Nan,Arson,Robbery,US/Eastern
White,No,Male,Summoned/Cited,73253,D1,Debra Norman,2023-05-04 05:18:57,No,No,TRUE,Arson,Theft,Drug Possession,Forgery,Driving Under the Influence (DUI),Domestic Violence,US/Eastern
Black,No,Female,Taken Into Custody,9672,D3,Marissa Herrera,2022-09-16 00:20:38,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Not listed,69052,D2,Darrell Wood,2023-01-07 18:17:31,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Summoned/Cited,82851,D3,David Richardson,2023-03-25 16:23:18,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Male,Summoned/Cited,97205,D3,Linda Combs,2021-09-21 16:22:33,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Not listed,79820,D3,Aaron Phelps,2023-04-14 23:34:36,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Not listed,84019,D2,Steven Martinez,2023-06-24 05:57:01,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Summoned/Cited,15949,D3,Nicole Perez,2023-06-16 00:02:10,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Not listed,63644,D2,Shannon Clarke,2023-06-22 00:07:21,No,No,TRUE,Assault,Fraud,Driving Under the Influence (DUI),Nan,Fraud,Forgery,US/Eastern
Hispanic,No,Female,Not listed,8443,D1,Heather Winters,2023-02-18 07:06:11,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Summoned/Cited,27362,D2,Jennifer Garza,2022-01-28 09:32:02,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Summoned/Cited,5594,D2,Karen Powell,2021-04-22 06:36:27,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Not listed,55391,D1,Andrea Ortiz,2022-05-12 06:37:21,No,No,TRUE,Fraud,Robbery,Nan,Theft,Arson,Burglary,US/Eastern
White,No,Male,Not listed,90182,D2,Margaret Lane,2024-02-16 00:05:58,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Not listed,80484,D2,Anthony Harris,2022-08-19 06:32:09,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Taken Into Custody,61361,D3,Linda Scott,2023-07-25 18:37:45,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Male,Not listed,604,D2,Jorge Cruz,2022-01-05 23:03:37,No,Yes,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Taken Into Custody,22966,D1,Timothy Adams,2022-03-14 14:54:49,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Not listed,38582,D1,Joseph Sullivan,2021-10-21 04:24:15,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Summoned/Cited,21133,D1,Sergio Jones,2022-06-30 04:01:08,No,No,TRUE,Fraud,Drug Possession,Burglary,Drug Possession,Forgery,Fraud,US/Eastern
Asian,No,Male,Taken Into Custody,25044,D3,Joseph Oliver,2021-09-15 14:32:26,No,No,TRUE,Domestic Violence,Arson,Assault,Fraud,Assault,Burglary,US/Eastern
Asian,No,Male,Taken Into Custody,82529,D3,Jorge Hendricks,2021-05-13 00:24:02,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Not listed,32563,D2,David Jones,2021-08-25 11:49:27,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Male,Taken Into Custody,1569,D3,Samantha Garrison,2021-11-08 07:03:28,Yes,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Summoned/Cited,90946,D2,Manuel Guerrero,2022-04-28 19:40:09,No,No,TRUE,Burglary,Drug Possession,Theft,Driving Under the Influence (DUI),Robbery,Assault,US/Eastern
Hispanic,No,Female,Not listed,57498,D1,Heather Barnes,2021-11-02 15:26:14,No,No,TRUE,Arson,Forgery,Domestic Violence,Drug Possession,Domestic Violence,Nan,US/Eastern
White,No,Female,Taken Into Custody,75523,D3,Kenneth Moreno,2021-04-21 16:20:19,No,No,TRUE,Robbery,Forgery,Forgery,Drug Possession,Burglary,Drug Possession,US/Eastern
Black,Yes,Male,Not listed,4411,D3,Holly Higgins,2022-11-28 13:12:58,Yes,Yes,TRUE,Forgery,Assault,Driving Under the Influence (DUI),Assault,Drug Possession,Robbery,US/Eastern
Black,Yes,Male,Summoned/Cited,53704,D3,David Lewis,2021-03-25 16:01:40,No,Yes,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Male,Not listed,57415,D3,Jon Jackson,2023-07-31 19:14:22,No,Yes,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Not listed,98312,D1,Janet Johnson,2023-01-24 21:42:11,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Not listed,97434,D1,Ryan Aguilar,2022-07-15 22:26:16,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Male,Summoned/Cited,11076,D2,Teresa Reynolds,2022-10-22 00:10:42,Yes,No,TRUE,Assault,Driving Under the Influence (DUI),Theft,Forgery,Nan,Fraud,US/Eastern
Asian,No,Male,Summoned/Cited,79857,D3,Hannah Howard,2022-06-09 15:33:37,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Taken Into Custody,54977,D2,Stephen Wallace,2023-06-05 12:45:54,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Taken Into Custody,55685,D3,Kevin Wood,2024-02-23 08:51:28,No,No,TRUE,Forgery,Burglary,Drug Possession,Domestic Violence,Forgery,Theft,US/Eastern
Asian,No,Male,Taken Into Custody,6233,D2,Leah Mcdonald,2021-05-29 22:42:38,No,No,TRUE,Nan,Drug Possession,Fraud,Forgery,Drug Possession,Robbery,US/Eastern
Black,Yes,Male,Summoned/Cited,58562,D2,Frank Byrd,2022-04-22 01:23:45,Yes,Yes,TRUE,Driving Under the Influence (DUI),Drug Possession,Fraud,Burglary,Nan,Burglary,US/Eastern
Asian,No,Female,Summoned/Cited,71152,D3,Billy Steele,2023-10-05 20:52:06,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Taken Into Custody,9,D3,Catherine Graham,2022-04-15 12:26:59,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Summoned/Cited,93072,D1,Kathryn Gonzalez,2023-09-30 00:14:58,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Summoned/Cited,4845,D1,Anthony Brooks,2023-02-17 19:39:35,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Summoned/Cited,13028,D3,Kyle Cole,2023-01-30 13:04:58,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Taken Into Custody,93426,D2,Jo Hull,2021-08-14 23:32:50,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Not listed,40710,D2,Derek Willis,2024-03-13 22:08:46,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Summoned/Cited,15608,D2,Emily Johnson,2023-11-02 22:01:15,No,No,TRUE,Assault,Drug Possession,Burglary,Forgery,Driving Under the Influence (DUI),Nan,US/Eastern
Hispanic,No,Female,Summoned/Cited,25052,D2,Marie Peterson,2022-06-21 11:10:26,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Not listed,76888,D3,Michelle Salinas,2022-10-22 23:42:02,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Summoned/Cited,35685,D2,Christina Gomez,2021-11-06 20:33:23,No,No,TRUE,Assault,Driving Under the Influence (DUI),Burglary,Assault,Fraud,Drug Possession,US/Eastern
Black,Yes,Male,Not listed,59680,D2,Tyler Garcia,2023-08-03 08:24:30,Yes,Yes,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Summoned/Cited,72200,D3,Susan Johnson,2023-09-21 16:54:21,No,No,TRUE,Domestic Violence,Forgery,Forgery,Theft,Nan,Drug Possession,US/Eastern
Asian,No,Female,Summoned/Cited,45874,D1,Kyle Miller,2022-11-30 01:20:05,No,No,TRUE,Burglary,Forgery,Nan,Forgery,Robbery,Driving Under the Influence (DUI),US/Eastern
Black,Yes,Male,Summoned/Cited,13615,D2,Marie Robertson,2021-08-07 00:28:08,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Male,Taken Into Custody,27830,D3,Craig Greer,2021-08-15 22:21:17,No,No,TRUE,Robbery,Assault,Driving Under the Influence (DUI),Driving Under the Influence (DUI),Arson,Fraud,US/Eastern
White,No,Female,Not listed,96627,D2,Zoe Price,2022-05-13 13:20:23,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Taken Into Custody,52344,D2,Marc Schroeder,2023-07-03 17:59:22,No,No,TRUE,Burglary,Theft,Drug Possession,Drug Possession,Driving Under the Influence (DUI),Driving Under the Influence (DUI),US/Eastern
White,No,Male,Not listed,12800,D3,Charles Perez,2022-04-19 17:22:09,No,No,TRUE,Forgery,Nan,Robbery,Nan,Assault,Theft,US/Eastern
Asian,No,Female,Taken Into Custody,61005,D2,Garrett Hall,2021-08-03 17:28:30,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Male,Not listed,40819,D2,Cassidy Robinson,2022-05-12 22:46:59,No,Yes,TRUE,Robbery,Driving Under the Influence (DUI),Assault,Forgery,Driving Under the Influence (DUI),Theft,US/Eastern
White,No,Female,Taken Into Custody,68343,D2,William Lopez,2024-01-04 15:26:40,No,No,TRUE,Nan,Theft,Forgery,Domestic Violence,Forgery,Burglary,US/Eastern
Hispanic,No,Male,Summoned/Cited,30102,D2,Janet Holmes,2021-04-03 04:51:03,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Male,Not listed,88741,D3,Patrick Burns,2021-10-18 22:27:19,Yes,Yes,TRUE,Fraud,Robbery,Assault,Robbery,Robbery,Drug Possession,US/Eastern
Asian,No,Female,Not listed,30840,D2,Cody Jenkins,2022-06-28 09:37:57,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Male,Summoned/Cited,62078,D1,Justin Johnson,2023-11-01 08:58:14,Yes,No,TRUE,Fraud,Robbery,Forgery,Fraud,Theft,Theft,US/Eastern
Black,Yes,Male,Taken Into Custody,36842,D1,Melissa Cox,2022-10-05 23:02:47,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Summoned/Cited,68273,D3,Ryan Cox,2022-04-23 06:51:48,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Not listed,17165,D1,Amanda Bowers,2022-11-24 08:08:24,No,No,TRUE,Domestic Violence,Forgery,Theft,Drug Possession,Fraud,Assault,US/Eastern
Hispanic,No,Male,Not listed,52311,D2,Emma Walker,2023-08-21 05:58:23,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Summoned/Cited,57134,D3,Gregory Brown,2021-11-08 12:31:27,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Not listed,31250,D1,David Tran,2022-03-08 03:06:09,No,No,TRUE,Fraud,Domestic Violence,Nan,Driving Under the Influence (DUI),Domestic Violence,Fraud,US/Eastern
Black,Yes,Male,Not listed,5735,D2,Erika King,2022-12-29 22:14:40,Yes,Yes,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Taken Into Custody,35334,D2,Carolyn Taylor,2023-11-13 22:41:19,No,No,TRUE,Driving Under the Influence (DUI),Nan,Robbery,Driving Under the Influence (DUI),Robbery,Domestic Violence,US/Eastern
Hispanic,No,Female,Not listed,31050,D2,Nathan White,2022-10-13 20:01:22,No,No,TRUE,Forgery,Nan,Burglary,Fraud,Robbery,Drug Possession,US/Eastern
White,No,Female,Taken Into Custody,13946,D2,William Williams,2022-03-28 00:34:55,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Summoned/Cited,59442,D1,Jonathan Miller,2023-10-22 05:37:12,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Summoned/Cited,3768,D1,Ryan Atkinson,2022-05-29 07:56:07,No,No,TRUE,Domestic Violence,Nan,Nan,Burglary,Driving Under the Influence (DUI),Fraud,US/Eastern
Black,Yes,Female,Not listed,60762,D1,Jeffery Burgess,2022-03-06 14:29:23,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Not listed,98001,D3,Bradley Stewart,2022-09-29 09:23:54,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Male,Taken Into Custody,56574,D3,Melinda Davis,2024-02-11 23:40:36,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Male,Summoned/Cited,59860,D3,Nathan Pope,2021-09-25 00:14:55,Yes,Yes,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Not listed,97996,D3,Emily Blair,2021-12-03 03:02:23,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Not listed,75660,D3,Charles Hartman,2022-10-24 04:52:47,No,No,TRUE,Arson,Drug Possession,Driving Under the Influence (DUI),Arson,Drug Possession,Drug Possession,US/Eastern
Black,Yes,Female,Summoned/Cited,67471,D3,Kelsey Hayes,2022-01-13 06:46:32,No,No,TRUE,Fraud,Driving Under the Influence (DUI),Forgery,Robbery,Forgery,Burglary,US/Eastern
White,No,Female,Not listed,23837,D2,Jennifer Wong,2023-04-05 06:46:32,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Taken Into Custody,58110,D2,Maria Holmes,2023-07-15 11:56:54,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Summoned/Cited,60145,D2,Donald Zimmerman,2022-09-07 20:03:44,No,No,TRUE,Driving Under the Influence (DUI),Robbery,Robbery,Theft,Nan,Driving Under the Influence (DUI),US/Eastern
Hispanic,No,Male,Summoned/Cited,5771,D3,Robert Roy,2022-02-24 01:51:02,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Taken Into Custody,38083,D3,Jake Jones,2023-02-07 21:51:52,No,No,TRUE,Forgery,Driving Under the Influence (DUI),Fraud,Drug Possession,Driving Under the Influence (DUI),Driving Under the Influence (DUI),US/Eastern
Asian,No,Female,Taken Into Custody,39529,D2,Daniel Calderon,2022-08-25 05:42:42,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Summoned/Cited,34387,D3,Wanda Garner,2021-07-29 09:17:45,No,No,TRUE,Forgery,Fraud,Assault,Burglary,Theft,Drug Possession,US/Eastern
Hispanic,No,Male,Not listed,34608,D3,Chad Wilson,2021-06-15 18:23:52,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Not listed,73841,D2,Holly Wong,2021-09-09 21:27:24,No,No,TRUE,Assault,Fraud,Fraud,Forgery,Domestic Violence,Fraud,US/Eastern
Hispanic,No,Female,Not listed,41598,D2,Sylvia Beltran,2021-07-04 14:21:32,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Taken Into Custody,77736,D1,Jennifer Lee,2023-06-18 14:04:38,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Male,Not listed,87667,D1,Mrs. Jennifer Anderson,2021-12-14 13:50:54,No,Yes,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Taken Into Custody,26248,D3,Joseph Petty,2022-10-12 14:26:54,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Male,Summoned/Cited,28172,D1,Kimberly Richardson,2023-07-07 07:29:23,No,Yes,TRUE,Robbery,Nan,Nan,Arson,Assault,Domestic Violence,US/Eastern
